proxy,response,loginc,logarea,dwt,psu,stratum
34016.67,0,,,1108.712,90,9
32253.08,0,,,1108.712,90,9
35632.55,0,,,1108.712,90,9
32807,1,7.130899,4.382027,144.6546,90,9
31835,0,,,144.6546,90,9
31963.42,0,,,1108.712,90,9
33534.73,0,,,1108.712,90,9
37178,0,,,144.6546,90,9
34731,1,5.099866,4.094345,144.6546,90,9
33049,0,,,144.6546,90,9
39863.17,0,,,1108.712,90,9
37101,0,,,144.6546,90,9
31810,0,,,144.6546,90,9
33576,0,,,144.6546,90,9
31183.12,0,,,1108.712,90,9
30746.44,0,,,1108.712,90,9
31339,0,,,144.6546,90,9
34407.62,0,,,2360.909,90,9
31398,0,,,144.6546,90,9
36335,0,,,144.6546,90,9
32371.93,0,,,1108.712,90,9
27538,0,,,144.6546,90,9
31455,0,,,144.6546,90,9
33048.96,1,6.613384,3.555348,1108.712,90,9
29726.66,0,,,1108.712,90,9
29297,1,7.20786,4.158883,144.6546,90,9
29053,0,,,144.6546,90,9
31455,1,6.682108,3.931826,144.6546,90,9
42633,1,7.088409,4.442651,144.6546,90,9
32386,1,7.600903,4.941642,144.6546,90,9
34837.07,0,,,2360.909,90,9
31398.32,0,,,1108.712,90,9
31835,0,,,144.6546,90,9
31039.34,1,6.684612,4.174387,1108.712,90,9
31039,0,,,144.6546,90,9
33575.59,0,,,2360.909,90,9
33856,1,7.244227,4.812184,144.6546,90,9
31398.32,1,7.783224,4.553877,1108.712,90,9
33048.96,0,,,1108.712,90,9
29297.23,0,,,2360.909,90,9
36396,0,,,144.6546,90,9
31672.84,1,7.901007,4.867535,1108.712,90,9
34969.76,0,,,2360.909,90,9
33688.04,1,8.411833,5.075174,1108.712,90,9
30903,0,,,144.6546,90,9
33465,0,,,144.6546,90,9
36899.69,1,7.600903,4.584968,1108.712,90,9
30903,0,,,144.6546,90,9
34016.67,1,7.313221,4.382027,1108.712,90,9
31311.71,0,,,1108.712,90,9
27538,0,,,144.6546,90,9
32477.07,0,,,2360.909,90,9
31372,0,,,144.6546,90,9
32477,0,,,144.6546,90,9
27538,0,,,144.6546,90,9
32293,0,,,144.6546,90,9
30746.44,0,,,1108.712,90,9
36816,1,6.682108,3.713572,144.6546,90,9
32477,0,,,144.6546,90,9
31039.34,0,,,1108.712,90,9
33465,1,6.907755,4.406719,144.6546,90,9
37627.09,1,7.740664,4.941642,1108.712,90,9
29053,1,7.20786,4.174387,144.6546,90,9
31311.71,0,,,1108.712,90,9
33653.03,1,7.600903,4.49981,1108.712,90,9
31039,1,6.39693,3.555348,144.6546,90,9
34837,0,,,144.6546,90,9
27538,1,6.44254,3.931826,144.6546,90,9
29297,0,,,144.6546,90,9
38382,0,,,144.6546,90,9
31835,0,,,144.6546,90,9
35804.24,1,7.377759,4.060443,1108.712,90,9
31673,1,7.003066,4.941642,144.6546,90,9
27538,1,6.309918,3.912023,144.6546,90,9
33049,0,,,144.6546,90,9
33465,0,,,2360.909,90,9
31039,0,,,144.6546,90,9
27538,0,,,144.6546,90,9
27538.01,0,,,1108.712,90,9
40497.33,1,8.160519,4.867535,1108.712,90,9
33048.96,0,,,1108.712,90,9
33740,1,5.786897,3.951244,144.6546,90,9
33212,0,,,144.6546,90,9
36127,0,,,144.6546,90,9
33023.89,0,,,1108.712,90,9
33534.73,1,7.313221,4.077538,1108.712,90,9
31835,0,,,144.6546,90,9
35158,0,,,144.6546,90,9
31810.28,0,,,1108.712,90,9
32041.88,0,,,1108.712,90,9
34337.98,1,8.006368,4.219508,1108.712,90,9
34592,0,,,144.6546,90,9
32477,1,6.897705,4.025352,144.6546,90,9
34016.67,0,,,1108.712,90,9
39135.42,1,7.824046,5.598422,1108.712,90,9
32936.53,1,7.649693,4.430817,1108.712,90,9
31444.18,0,,,1108.712,90,9
30254.72,0,,,1108.712,90,9
34337.98,1,7.244227,4.158883,1108.712,90,9
34020,1,7.003066,4.110874,144.6546,90,9
29820,0,,,144.6546,90,9
34837,0,,,144.6546,90,9
28026,1,7.467371,4.60517,144.6546,90,9
32477,1,6.539586,3.806663,144.6546,90,9
31183,0,,,144.6546,90,9
33534.73,0,,,1108.712,90,9
32477,0,,,144.6546,90,9
27538,0,,,144.6546,90,9
33465,0,,,2360.909,90,9
34407.62,0,,,1108.712,90,9
31339,0,,,144.6546,90,9
29820.39,0,,,1108.712,90,9
30283.08,0,,,1108.712,90,9
35528,0,,,144.6546,90,9
29787,0,,,144.6546,90,9
31760.24,0,,,1108.712,90,9
31760.24,0,,,1108.712,90,9
35485.44,1,7.937375,4.836282,2360.909,90,9
29726.66,0,,,1108.712,90,9
37489.23,0,,,1108.712,90,9
35564.59,1,8.517193,5.010635,2360.909,90,9
37617.34,0,,,2360.909,90,9
27538,0,,,144.6546,90,9
29297,0,,,144.6546,90,9
33740,0,,,144.6546,90,9
29726.66,0,,,1108.712,90,9
31963,0,,,144.6546,90,9
34407.62,0,,,2360.909,90,9
31963.42,1,6.613384,4.094345,2360.909,90,9
30903,0,,,144.6546,90,9
35824.53,0,,,1108.712,90,9
32458,1,6.856462,3.931826,144.6546,90,9
31835,0,,,144.6546,90,9
32386.27,0,,,1108.712,90,9
36603,0,,,144.6546,90,9
37489,1,6.84588,3.912023,144.6546,90,9
32807,0,,,144.6546,90,9
0,1,6.802395,4.248495,144.6546,90,9
33049,1,6.620073,4.060443,144.6546,90,9
28916,0,,,144.6546,90,9
33049,1,6.566672,3.951244,144.6546,90,9
31760,1,5.828946,3.688879,144.6546,90,9
33811.12,1,7.824046,4.867535,1108.712,90,9
30429.57,0,,,1108.712,90,9
31672.84,0,,,1108.712,90,9
31760.24,0,,,1108.712,90,9
33465,1,6.159095,3.555348,144.6546,90,9
34951,0,,,144.6546,90,9
31523,1,7.348588,4.787492,144.6546,90,9
27538,0,,,144.6546,90,9
39160,0,,,144.6546,90,9
36127,1,7.204893,4.430817,144.6546,90,9
30410.62,1,7.600903,4.867535,1108.712,90,9
32536,0,,,144.6546,90,9
32693.9,0,,,1108.712,90,9
32937,0,,,144.6546,90,9
35157.82,0,,,12003.15,90,9
36031.71,1,6.593045,4.007333,2360.909,90,9
33535,1,6.39693,3.806663,144.6546,90,9
31372,0,,,144.6546,90,9
33739.56,0,,,2360.909,90,9
31039,0,,,144.6546,90,9
27538,0,,,144.6546,90,9
36744.58,0,,,2360.909,90,9
33217,0,,,144.6546,90,9
39734,1,6.109248,3.637586,144.6546,90,9
33534.73,1,7.600903,4.60517,1108.712,90,9
41027,0,,,144.6546,90,9
31444,1,7.343426,4.382027,144.6546,90,9
35907,0,,,144.6546,90,9
32458,0,,,144.6546,90,9
31760,0,,,144.6546,90,9
31371.65,0,,,1108.712,90,9
33465,0,,,144.6546,90,9
31911,0,,,144.6546,90,9
31039,0,,,144.6546,90,9
32807,0,,,144.6546,90,9
29297,0,,,144.6546,90,9
32048,0,,,144.6546,90,9
37769.99,0,,,2360.909,90,9
32383.12,1,7.313221,4.248495,1108.712,90,9
35540,1,5.993961,3.951244,144.6546,90,9
30615.85,0,,,1108.712,90,9
33575.59,0,,,2360.909,90,9
33535,0,,,144.6546,90,9
35485,0,,,144.6546,90,9
32477,0,,,144.6546,90,9
35485,1,7.36518,4.762174,144.6546,90,9
34017,0,,,144.6546,90,9
33049,1,7.237059,4.219508,144.6546,90,9
31398.32,1,7.495542,3.912023,1108.712,90,9
29787,0,,,144.6546,90,9
30746,0,,,144.6546,90,9
32693.9,1,7.600903,4.49981,1108.712,90,9
30283.08,0,,,1108.712,90,9
37702.61,1,8.006368,4.787492,1108.712,90,9
33212,0,,,144.6546,90,9
32458,0,,,144.6546,90,9
32738,0,,,144.6546,90,9
33286.5,0,,,1108.712,90,9
39255,0,,,146.4396,89,10
35138,0,,,146.4396,89,10
39255.47,1,7.937375,4.828314,1514.179,89,10
42611.82,0,,,1514.179,89,10
32756,0,,,146.4396,89,10
32283.63,0,,,717.6661,89,10
35440.39,0,,,1514.179,89,10
34898,0,,,146.4396,89,10
33309.37,0,,,717.6661,89,10
33494,1,7.495542,4.454347,146.4396,89,10
35718,1,5.843544,3.178054,146.4396,89,10
32079.58,0,,,717.6661,89,10
38402,0,,,146.4396,89,10
32673,0,,,146.4396,89,10
38797.07,1,7.883823,4.905275,1514.179,89,10
34544,0,,,146.4396,89,10
36586.28,1,7.495542,4.442651,717.6661,89,10
34190.76,0,,,1514.179,89,10
33309,0,,,146.4396,89,10
34215.24,0,,,717.6661,89,10
33513.47,0,,,1514.179,89,10
41184,1,6.907755,4.60517,146.4396,89,10
38593,0,,,146.4396,89,10
32711.19,0,,,717.6661,89,10
36056.45,0,,,717.6661,89,10
41046.02,0,,,2855.973,89,10
34147.61,0,,,1514.179,89,10
35828,0,,,146.4396,89,10
37482,0,,,146.4396,89,10
36056.45,0,,,717.6661,89,10
32547,0,,,146.4396,89,10
35138.22,0,,,717.6661,89,10
37135,0,,,146.4396,89,10
38805,0,,,146.4396,89,10
37135,0,,,146.4396,89,10
38531,1,6.39693,4.174387,146.4396,89,10
36077.53,0,,,717.6661,89,10
38312,1,8.006368,4.836282,717.6661,89,10
35650.74,0,,,1514.179,89,10
39055,1,6.380123,4.094345,146.4396,89,10
34666.67,0,,,717.6661,89,10
38781,0,,,146.4396,89,10
34111.53,1,7.438384,4.317488,717.6661,89,10
32711.19,0,,,717.6661,89,10
45518.22,0,,,2855.973,89,10
35115,1,7.130899,4.276666,146.4396,89,10
37482.3,0,,,1514.179,89,10
37364,0,,,146.4396,89,10
37134.96,1,6.391917,3.912023,1514.179,89,10
34223.3,1,7.17012,4.382027,717.6661,89,10
34793,0,,,146.4396,89,10
35718,0,,,146.4396,89,10
30230.97,1,7.600903,5.298317,717.6661,89,10
34898,0,,,146.4396,89,10
41271.13,1,8.517193,4.867535,1514.179,89,10
36870.23,0,,,1514.179,89,10
35340.25,1,7.600903,4.60517,717.6661,89,10
43492,1,6.253829,3.806663,146.4396,89,10
33969.74,0,,,717.6661,89,10
35273.75,0,,,1514.179,89,10
36617.14,0,,,1514.179,89,10
33309.37,0,,,717.6661,89,10
38805.2,0,,,2855.973,89,10
38478,0,,,146.4396,89,10
36041.16,0,,,717.6661,89,10
37399,0,,,146.4396,89,10
38456,0,,,146.4396,89,10
34794.86,0,,,717.6661,89,10
36056,0,,,146.4396,89,10
39742.21,0,,,2855.973,89,10
36709.54,0,,,717.6661,89,10
31270,1,5.840641,4.007333,146.4396,89,10
38362.98,0,,,717.6661,89,10
38531,1,7.450079,4.543295,146.4396,89,10
30240,0,,,146.4396,89,10
36092,0,,,146.4396,89,10
33970,0,,,146.4396,89,10
36092.17,0,,,1514.179,89,10
32756,0,,,146.4396,89,10
41606.93,0,,,1514.179,89,10
35718.43,0,,,717.6661,89,10
39906.45,1,7.600903,4.60517,2855.973,89,10
38667,1,6.059123,4.442651,146.4396,89,10
41046,0,,,146.4396,89,10
35138.22,1,8.517193,5.075174,717.6661,89,10
38362.98,1,7.600903,4.60517,717.6661,89,10
39812.28,0,,,1514.179,89,10
34491.99,0,,,717.6661,89,10
36056.45,0,,,717.6661,89,10
35651,0,,,146.4396,89,10
32547,0,,,146.4396,89,10
35827.5,0,,,1514.179,89,10
37482,0,,,146.4396,89,10
40066.59,1,7.824046,4.317488,1514.179,89,10
45064.12,0,,,2855.973,89,10
41101,0,,,146.4396,89,10
32711,1,6.792345,4.174387,146.4396,89,10
36586.28,0,,,717.6661,89,10
35650.74,0,,,1514.179,89,10
33513.47,0,,,1514.179,89,10
36092,1,7.740664,4.356709,146.4396,89,10
36270.43,0,,,717.6661,89,10
35115,0,,,146.4396,89,10
35718.43,0,,,717.6661,89,10
38593,1,7.279319,4.574711,146.4396,89,10
36743,0,,,146.4396,89,10
37010.32,1,7.863267,4.70048,2855.973,89,10
36094,0,,,146.4396,89,10
35718,0,,,146.4396,89,10
34056.8,0,,,1514.179,89,10
36707.54,1,8.160519,4.60517,717.6661,89,10
38859,0,,,146.4396,89,10
33309.37,0,,,717.6661,89,10
34897.91,0,,,1514.179,89,10
36056,0,,,146.4396,89,10
32080,1,7.495542,4.787492,146.4396,89,10
38797.07,0,,,1514.179,89,10
38593,1,6.131227,2.995732,146.4396,89,10
35827.5,0,,,1514.179,89,10
30240,0,,,146.4396,89,10
36741.78,0,,,1514.179,89,10
38787,0,,,146.4396,89,10
36856,0,,,146.4396,89,10
36056,1,7.090077,4.276666,146.4396,89,10
35115,0,,,146.4396,89,10
39955.92,1,8.070906,4.828314,1514.179,89,10
33612,0,,,146.4396,89,10
36302.68,0,,,1514.179,89,10
33309,0,,,146.4396,89,10
37460,1,7.185387,4.49981,146.4396,89,10
45518.22,0,,,2855.973,89,10
38602,0,,,146.4396,89,10
38859.4,0,,,1514.179,89,10
41563,0,,,146.4396,89,10
41860,0,,,146.4396,89,10
37661,0,,,146.4396,89,10
38312,0,,,1514.179,89,10
33309.37,0,,,717.6661,89,10
31841,0,,,146.4396,89,10
37460,0,,,146.4396,89,10
31840.89,0,,,717.6661,89,10
38253.84,0,,,1514.179,89,10
34862.72,0,,,2855.973,89,10
39803,0,,,146.4396,89,10
35718.43,1,8.055158,4.634729,717.6661,89,10
34252.5,1,7.438384,4.317488,717.6661,89,10
32711,0,,,146.4396,89,10
34111.53,1,7.824046,4.442651,717.6661,89,10
35828,0,,,146.4396,89,10
38312,0,,,717.6661,89,10
40995.04,0,,,1514.179,89,10
31840.89,0,,,717.6661,89,10
36586.28,0,,,717.6661,89,10
34056.8,0,,,1514.179,89,10
41563,0,,,146.4396,89,10
39305.17,0,,,1514.179,89,10
32673,1,6.977282,4.343805,146.4396,89,10
30616.89,0,,,717.6661,89,10
36976,1,6.265301,4.382027,146.4396,89,10
39055,0,,,146.4396,89,10
37364,1,6.905753,3.806663,146.4396,89,10
36092,1,6.852242,3.970292,146.4396,89,10
35331,1,7.549609,4.521789,146.4396,89,10
36870.23,1,6.131227,4.043051,2855.973,89,10
38781,0,,,146.4396,89,10
35115.42,1,5.817111,4.276666,1514.179,89,10
30240,1,7.313221,4.369448,146.4396,89,10
35752.21,0,,,1514.179,89,10
32283.63,0,,,717.6661,89,10
38853.72,0,,,1514.179,89,10
33309.37,0,,,717.6661,89,10
38667,1,6.240276,3.688879,146.4396,89,10
41271.28,1,6.851185,4.382027,2855.973,89,10
36975.8,1,7.600903,4.905275,2855.973,89,10
37132,0,,,153.4026,162,10
37128.12,0,,,1061.423,162,10
42207.13,0,,,2652.164,162,10
34367.81,0,,,1061.423,162,10
42463.78,0,,,1061.423,162,10
36657.92,0,,,598.6674,162,10
42207.13,1,7.495542,4.248495,2652.164,162,10
39488.97,0,,,2652.164,162,10
35831,1,7.244227,4.29046,153.4026,162,10
37327,0,,,153.4026,162,10
35001.25,0,,,1061.423,162,10
37343.2,0,,,1061.423,162,10
43774,0,,,153.4026,162,10
41246.08,0,,,1061.423,162,10
35001.25,1,7.901007,4.49981,1061.423,162,10
35001.25,0,,,1061.423,162,10
41246.08,0,,,1061.423,162,10
37327,0,,,153.4026,162,10
37613.4,0,,,2652.164,162,10
43272,0,,,153.4026,162,10
34491.81,0,,,1061.423,162,10
40041.64,0,,,1061.423,162,10
41442,0,,,153.4026,162,10
36499.04,0,,,1061.423,162,10
35537.77,0,,,598.6674,162,10
35001.25,1,7.901007,4.941642,1061.423,162,10
37343.2,0,,,1061.423,162,10
35001.7,0,,,1061.423,162,10
38377.85,0,,,1061.423,162,10
43774,1,6.659294,4.317488,153.4026,162,10
35916,0,,,153.4026,162,10
35831,0,,,153.4026,162,10
41580,0,,,153.4026,162,10
37128,1,6.907755,4.304065,153.4026,162,10
39473.66,0,,,1061.423,162,10
40516.72,1,8.665613,5.703783,1061.423,162,10
35726.95,0,,,1061.423,162,10
34492,0,,,153.4026,162,10
35001.25,0,,,1061.423,162,10
40994,0,,,153.4026,162,10
38652.43,0,,,2652.164,162,10
39488.97,0,,,2652.164,162,10
41246,0,,,153.4026,162,10
34828.27,0,,,598.6674,162,10
41361.9,0,,,1061.423,162,10
39726,1,7.32185,4.744932,153.4026,162,10
37327,0,,,153.4026,162,10
42133,1,6.907755,3.806663,153.4026,162,10
36991,0,,,153.4026,162,10
37327,0,,,153.4026,162,10
42611.59,1,7.495542,4.382027,2652.164,162,10
39372.86,0,,,2652.164,162,10
39489,1,7.304516,4.49981,153.4026,162,10
40517,1,6.345636,4.787492,153.4026,162,10
44028.4,0,,,2652.164,162,10
37761,0,,,153.4026,162,10
39424.72,0,,,1061.423,162,10
35831,1,5.843544,3.135494,153.4026,162,10
39489,0,,,153.4026,162,10
34252.68,0,,,1061.423,162,10
41246.08,1,8.517193,4.727388,1061.423,162,10
35002,0,,,153.4026,162,10
37128.12,0,,,1061.423,162,10
43811.24,0,,,2652.164,162,10
35537.77,0,,,598.6674,162,10
35830.97,0,,,2652.164,162,10
35608,0,,,153.4026,162,10
35633,0,,,1061.423,162,10
35538,0,,,153.4026,162,10
37327,1,6.907755,4.317488,153.4026,162,10
37790.87,0,,,1061.423,162,10
37981,0,,,153.4026,162,10
37980.77,0,,,1061.423,162,10
36991,1,7.047517,4.248495,153.4026,162,10
41554,1,6.463029,4.382027,153.4026,162,10
37327,1,6.907755,3.912023,153.4026,162,10
37128.12,0,,,1061.423,162,10
36322.88,0,,,1061.423,162,10
35351.86,0,,,598.6674,162,10
38550.57,0,,,1061.423,162,10
36499,0,,,153.4026,162,10
29049,1,7.438384,4.828314,153.4026,162,10
35633,0,,,153.4026,162,10
43773.61,0,,,2652.164,162,10
35537.77,1,6.55108,4.110874,598.6674,162,10
40648.03,0,,,2652.164,162,10
34702,0,,,153.4026,162,10
34801.96,0,,,1061.423,162,10
41246.08,0,,,1061.423,162,10
35001.7,0,,,1061.423,162,10
35002,0,,,153.4026,162,10
43938.07,1,7.824046,5.075174,1061.423,162,10
34609.28,1,7.600903,4.60517,598.6674,162,10
41442,0,,,153.4026,162,10
40648.03,1,6.684612,4.477337,2652.164,162,10
35690.67,0,,,1061.423,162,10
35001.25,0,,,1061.423,162,10
37343.2,0,,,598.6674,162,10
36499,0,,,153.4026,162,10
41246.08,0,,,1061.423,162,10
43811.24,0,,,2652.164,162,10
40648,0,,,153.4026,162,10
34808,1,7.972466,4.70048,153.4026,162,10
34801.96,0,,,1061.423,162,10
38180.19,0,,,1061.423,162,10
34367.81,1,7.130899,5.010635,1061.423,162,10
44042,0,,,153.4026,162,10
35537.77,0,,,598.6674,162,10
46856.6,0,,,2652.164,162,10
29048.96,0,,,1061.423,162,10
35726.95,0,,,1061.423,162,10
37760.65,0,,,1061.423,162,10
32960.1,0,,,598.6674,162,10
41055.85,0,,,2652.164,162,10
43938.07,1,8.411833,4.867535,1061.423,162,10
37326.57,0,,,2652.164,162,10
41442.32,0,,,2652.164,162,10
41290.8,0,,,2652.164,162,10
42133,0,,,153.4026,162,10
43617.87,0,,,1061.423,162,10
42611.59,0,,,1061.423,162,10
39473.66,1,8.188689,4.787492,1061.423,162,10
39488.97,0,,,2652.164,162,10
42207,0,,,153.4026,162,10
35852,1,7.20786,4.248495,153.4026,162,10
37980.77,0,,,1061.423,162,10
35666.32,1,5.634789,4.094345,2652.164,162,10
39372.86,1,8.188689,4.941642,1061.423,162,10
29049.11,0,,,1061.423,162,10
38186,0,,,153.4026,162,10
42133.21,1,7.600903,4.442651,2652.164,162,10
40994,0,,,153.4026,162,10
33296.12,1,7.244227,4.867535,598.6674,162,10
37343.2,0,,,1061.423,162,10
38789,0,,,153.4026,162,10
35002,0,,,153.4026,162,10
38186,0,,,153.4026,162,10
35666,0,,,153.4026,162,10
36990.5,1,7.17012,4.248495,1061.423,162,10
36150.95,0,,,1061.423,162,10
35115.33,0,,,1634.416,232,10
34511,0,,,145.7056,232,10
33933,0,,,145.7056,232,10
34394.7,0,,,783.1884,232,10
34643.31,0,,,783.1884,232,10
35115.33,0,,,1634.416,232,10
34538,0,,,145.7056,232,10
34721.69,0,,,783.1884,232,10
35977.37,1,9.047821,5.220356,3804.488,232,10
34011.54,1,6.289716,3.912023,783.1884,232,10
34143.21,1,6.424869,4.382027,1634.416,232,10
36148.14,1,8.517193,5.247024,783.1884,232,10
36148.14,0,,,783.1884,232,10
35234.47,0,,,783.1884,232,10
34073.03,0,,,783.1884,232,10
34785.54,0,,,1634.416,232,10
34138.38,1,7.244227,4.174387,1634.416,232,10
33852.08,0,,,1634.416,232,10
34643.31,1,8.294049,4.787492,783.1884,232,10
33528,0,,,145.7056,232,10
35541,1,6.907755,3.637586,145.7056,232,10
35540.83,1,7.863267,5.192957,1634.416,232,10
33629.06,0,,,1634.416,232,10
34395,1,7.17012,4.454347,145.7056,232,10
33528,0,,,145.7056,232,10
38178,1,6.620073,4.49981,145.7056,232,10
34143.21,1,7.68708,4.70048,1634.416,232,10
34394.7,0,,,783.1884,232,10
31927.77,0,,,1634.416,232,10
33932.99,0,,,783.1884,232,10
34702.17,0,,,1634.416,232,10
35540.83,0,,,1634.416,232,10
34754,1,6.536692,4.49981,145.7056,232,10
35540.83,0,,,1634.416,232,10
35004.89,1,7.901007,4.65396,1634.416,232,10
35004.99,0,,,783.1884,232,10
38968.7,1,8.853665,5.192957,1634.416,232,10
34138.38,1,7.467371,4.60517,1634.416,232,10
33718.62,0,,,783.1884,232,10
37024.13,0,,,1634.416,232,10
33506,0,,,145.7056,232,10
37269.28,0,,,1634.416,232,10
34361.13,0,,,1634.416,232,10
36148,0,,,145.7056,232,10
34394.7,1,7.495542,4.60517,783.1884,232,10
34722,0,,,145.7056,232,10
33524.26,0,,,1634.416,232,10
34730.03,1,7.438384,4.787492,783.1884,232,10
36382,0,,,145.7056,232,10
35541,0,,,145.7056,232,10
35383.11,1,8.160519,4.70048,3804.488,232,10
33111,0,,,145.7056,232,10
35436,1,5.828946,3.806663,145.7056,232,10
32126.98,0,,,783.1884,232,10
34380.37,0,,,1634.416,232,10
34143,0,,,145.7056,232,10
34231,1,6.802395,4.248495,145.7056,232,10
32126.98,1,8.160519,4.941642,783.1884,232,10
34395,1,7.244227,4.644391,145.7056,232,10
34722,0,,,145.7056,232,10
34643.31,0,,,783.1884,232,10
35755,0,,,145.7056,232,10
33110.59,0,,,1634.416,232,10
36148,0,,,145.7056,232,10
39102.75,1,7.467371,4.248495,3804.488,232,10
37024,0,,,145.7056,232,10
34395,1,7.090077,4.317488,145.7056,232,10
39431.5,0,,,3804.488,232,10
33506,0,,,145.7056,232,10
35451.7,0,,,783.1884,232,10
38729,0,,,145.7056,232,10
33664.65,0,,,783.1884,232,10
34380,1,6.907755,4.382027,145.7056,232,10
32212.11,1,7.863267,5.075174,1634.416,232,10
34263.71,1,8.160519,5.135798,783.1884,232,10
34643.31,0,,,783.1884,232,10
36487.99,1,7.824046,4.867535,1634.416,232,10
37269.28,0,,,3804.488,232,10
35541,1,7.047517,4.356709,145.7056,232,10
35436,0,,,145.7056,232,10
33200.76,0,,,783.1884,232,10
35115,0,,,145.7056,232,10
38310.91,0,,,1634.416,232,10
32854.27,1,6.802395,4.29046,783.1884,232,10
33199.24,1,6.46925,4.094345,783.1884,232,10
34361.13,0,,,1634.416,232,10
35540.83,0,,,1634.416,232,10
34073.03,1,7.130899,4.382027,783.1884,232,10
34394.7,0,,,783.1884,232,10
38969,1,7.110696,4.430817,145.7056,232,10
34721.69,0,,,783.1884,232,10
33199.24,0,,,783.1884,232,10
33528.38,0,,,1634.416,232,10
35234.47,1,7.495542,4.770685,783.1884,232,10
34073,1,6.467699,3.912023,145.7056,232,10
39955.97,1,5.298317,3.912023,1634.416,232,10
34753.58,0,,,1634.416,232,10
33955.02,1,7.003066,4.382027,1634.416,232,10
34231,0,,,145.7056,232,10
35977,0,,,145.7056,232,10
35115.33,0,,,1634.416,232,10
31928,1,6.672033,4.234107,145.7056,232,10
32493.31,1,7.17012,5.192957,783.1884,232,10
35040,0,,,145.7056,232,10
36172.81,0,,,783.1884,232,10
34721.69,0,,,783.1884,232,10
33418.42,0,,,783.1884,232,10
34380.37,0,,,1634.416,232,10
35754.58,0,,,1634.416,232,10
34379,0,,,145.7056,232,10
34722,1,7.600903,4.317488,145.7056,232,10
33448.15,0,,,783.1884,232,10
34721.69,1,8.729074,4.127134,783.1884,232,10
32699.78,0,,,1634.416,232,10
36487.99,0,,,783.1884,232,10
34643.31,1,6.131227,5.480639,783.1884,232,10
34754,0,,,145.7056,232,10
38592.28,0,,,3804.488,232,10
33781.03,0,,,1634.416,232,10
35755,1,6.39693,4.343805,145.7056,232,10
37024.13,0,,,1634.416,232,10
33418.42,1,7.824046,4.836282,783.1884,232,10
34237.83,0,,,1634.416,232,10
37764.06,0,,,1634.416,232,10
37269.28,0,,,1634.416,232,10
34702.17,0,,,1634.416,232,10
34231,1,6.437752,4.094345,145.7056,232,10
34721.69,0,,,783.1884,232,10
35451.7,1,7.696213,5.298317,783.1884,232,10
35824,0,,,145.7056,232,10
34011.54,1,7.600903,4.382027,783.1884,232,10
37865.39,1,7.549609,4.927254,2172.938,246,10
31596.72,0,,,1174.561,246,10
37865.39,1,7.901007,5.459586,2172.938,246,10
33297.75,0,,,1174.561,246,10
31059.09,0,,,1174.561,246,10
29477,1,6.907755,4.189655,153.8251,246,10
29476.84,0,,,1174.561,246,10
32990.6,0,,,2172.938,246,10
32482,1,7.17012,4.905275,153.8251,246,10
23650.59,0,,,1174.561,246,10
34139,0,,,153.8251,246,10
36053.51,0,,,2172.938,246,10
31718,1,6.77308,4.060443,153.8251,246,10
35717,0,,,153.8251,246,10
34857.49,0,,,2172.938,246,10
33297.75,0,,,1174.561,246,10
29476.84,0,,,1174.561,246,10
33899.43,0,,,1174.561,246,10
33165.8,0,,,1174.561,246,10
31942,0,,,153.8251,246,10
29025.04,1,7.467371,4.941642,1174.561,246,10
29477,0,,,153.8251,246,10
32373.93,1,6.827629,4.317488,1174.561,246,10
34139.38,1,7.649693,4.442651,1174.561,246,10
34404,0,,,153.8251,246,10
33086,0,,,153.8251,246,10
33899,0,,,153.8251,246,10
33728,1,6.60665,4.007333,153.8251,246,10
36414,0,,,153.8251,246,10
32411.53,0,,,1174.561,246,10
32411.53,0,,,1174.561,246,10
33019,0,,,153.8251,246,10
34139.9,0,,,1174.561,246,10
33727.76,0,,,1174.561,246,10
33085.58,1,7.600903,4.663439,1174.561,246,10
33297.75,0,,,1174.561,246,10
33899.43,0,,,1174.561,246,10
36475,0,,,153.8251,246,10
31718.14,0,,,1174.561,246,10
34041,0,,,153.8251,246,10
37228.56,0,,,2172.938,246,10
33077.73,0,,,1174.561,246,10
32394.04,0,,,1174.561,246,10
30740.56,0,,,1174.561,246,10
31654,0,,,153.8251,246,10
29477,0,,,153.8251,246,10
37165.32,0,,,2172.938,246,10
30842,1,6.040255,5.010635,153.8251,246,10
33019,0,,,153.8251,246,10
27495.6,1,7.901007,4.60517,1174.561,246,10
31654.37,1,7.495542,4.60517,1174.561,246,10
32411.53,0,,,1174.561,246,10
31957.12,0,,,3869.759,246,10
35163.08,1,7.972466,4.867535,1174.561,246,10
33899.43,1,7.420579,4.442651,1174.561,246,10
32990.6,0,,,2172.938,246,10
36079.82,0,,,1174.561,246,10
29512.39,0,,,1174.561,246,10
38632.31,0,,,3869.759,246,10
35163,0,,,153.8251,246,10
33077.73,1,7.937375,4.70048,1174.561,246,10
31942.16,0,,,1174.561,246,10
31059.09,1,7.467371,4.025352,1174.561,246,10
31718.14,0,,,1174.561,246,10
29477,1,6.907755,4.189655,153.8251,246,10
30898.8,0,,,1174.561,246,10
37891,0,,,153.8251,246,10
35717,1,6.877296,4.382027,153.8251,246,10
29477,0,,,153.8251,246,10
34509,0,,,153.8251,246,10
33298,1,7.17012,5.010635,153.8251,246,10
33077.73,0,,,1174.561,246,10
31176,0,,,153.8251,246,10
29477,1,6.467699,4.007333,153.8251,246,10
